,name,count,capacity,freq,timings,formFactor,type,price,link
327,Silicon Power Xpower Turbine SP016GXLZU360BDA ,2,8,3600,?,"DIMM, 288-pin",DDR4 ,4790,https://www.citilink.ru/product/pamyat-ddr4-2x8gb-3600mhz-silicon-power-sp016gxlzu360bda-rtl-pc4-28800-1875173/
328,KIMTIGO KMKU4G8582666 ,1,4,2666,?,"DIMM, 288-pin",DDR4 ,990,https://www.citilink.ru/product/pamyat-ddr4-4gb-2666mhz-kimtigo-kmku4g8582666-rtl-pc4-21300-cl19-dimm-1830419/
329,Corsair Vengeance LPX CMK16GX4M2D3600C18 ,2,8,3600,18-22-22-42,"DIMM, 288-pin",DDR4 ,5690,https://www.citilink.ru/product/pamyat-ddr4-2x8gb-3600mhz-corsair-cmk16gx4m2d3600c18-rtl-pc4-28800-cl1-1473203/
330,Patriot Viper Elite II PVE2464G320C8K ,2,32,3200,18-22-22-42,"DIMM, 288-pin",DDR4 ,13990,https://www.citilink.ru/product/pamyat-ddr4-2x32gb-3200mhz-patriot-pve2464g320c8k-viper-elite-ii-rtl-p-1609209/
331,AMD Radeon R7 Performance Series R748G2133U2S-UO ,1,8,2133,15-15-15-35,"DIMM, 288-pin",DDR4 ,1620,https://www.citilink.ru/product/modul-pamyati-amd-radeon-r7-performance-series-r748g2133u2s-uo-ddr4-8g-380326/
332,KINGSPEC KS3200D4M13508G ,1,8,3200,?,"DIMM, 288-pin",DDR4 ,1590,https://www.citilink.ru/product/pamyat-ddr4-8gb-3200mhz-kingspec-ks3200d4m13508g-rtl-pc4-21300-cl19-di-1846407/
333,AMD Radeon R7 Performance Series R7432G2606S2S-U ,1,32,2666,19-19-19-43,"SO-DIMM, 260-pin",DDR4 ,5890,https://www.citilink.ru/product/pamyat-ddr4-32gb-2666mhz-amd-r7432g2606s2s-u-radeon-r7-performance-ser-1777223/
334,Kingston Fury Renegade Black KF432C16RB1K2/32 ,2,16,3200,16-18-18,"DIMM, 288-pin",DDR4 ,8690,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-kingston-kf432c16rb1k2-32-rtl-dimm-rtl-1909855/
335,Patriot Signature PSD516G480081 ,1,16,4800,40-40-40,"DIMM, 288-pin",DDR5 ,5190,https://www.citilink.ru/product/pamyat-ddr5-16gb-4800mhz-patriot-psd516g480081-rtl-pc5-38400-cl40-dimm-1634062/
336,AMD R538G1601U2S-UO black ,1,8,1600,11-11-11-28,"DIMM, 240-pin",DDR3 ,1890,https://www.citilink.ru/product/modul-pamyati-amd-r538g1601u2s-uo-black-ddr3-8gb-1600-dimm-oem-750642/
337,Patriot Viper Elite II PVE2416G360C0K ,2,8,3600,20-26-26-46,"DIMM, 288-pin",DDR4 ,3890,https://www.citilink.ru/product/pamyat-ddr4-2x8gb-3600mhz-patriot-pve2416g360c0k-rtl-pc4-28800-cl20-di-1555010/
338,Patriot Viper Elite II PVE2432G360C0 ,1,32,3600,20-26-26-46,"DIMM, 288-pin",DDR4 ,6590,https://www.citilink.ru/product/pamyat-ddr4-32gb-3600mhz-patriot-pve2432g360c0-viper-elite-ii-rtl-pc4-1616714/
339,AMD R532G1601S1S-U ,1,2,1600,11-11-11-28,"SO-DIMM, 204-pin",DDR3 ,890,https://www.citilink.ru/product/pamyat-ddr3-2gb-1600mhz-amd-r532g1601s1s-u-rtl-pc3-12800-cl11-so-dimm-1841801/
340,Patriot Viper Venom PVV532G620C40K ,2,16,6200,40-40-40-76,"DIMM, 288-pin",DDR5 ,13490,https://www.citilink.ru/product/pamyat-ddr5-2x16gb-6200mhz-patriot-pvv532g620c40k-viper-venom-rtl-cl40-1790396/
341,AMD R322G805U2S-UGO ,1,2,800,6-6-6-18,"DIMM, 240-pin",DDR2 ,1290,https://www.citilink.ru/product/modul-pamyati-amd-r322g805u2s-ugo-ddr2-2gb-800-dimm-oem-330876/
342,Silicon Power SP016GBSFU320F02 ,1,16,3200,?,"SO-DIMM, 260-pin",DDR4 ,3290,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-silicon-power-sp016gbsfu320f02-rtl-pc4-25600-1840497/
343,AMD Radeon R7 Performance Series R744G2606U1S-UO ,1,4,2666,16-18-18-35,"DIMM, 288-pin",DDR4 ,890,https://www.citilink.ru/product/modul-pamyati-amd-radeon-r7-performance-series-r744g2606u1s-uo-ddr4-4g-1085014/
344,A-Data Premier AD4U266616G19-SGN ,1,16,2666,?,"DIMM, 288-pin",DDR4 ,2990,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-a-data-ad4u266616g19-sgn-premier-rtl-pc4-2130-1892551/
345,Corsair Vengeance CMK32GX5M2B5200C40 ,2,16,5200,40-40-40-77,"DIMM, 288-pin",DDR5 ,12790,https://www.citilink.ru/product/pamyat-ddr5-2x16gb-5200mhz-corsair-cmk32gx5m2b5200c40-rtl-cl40-dimm-28-1652358/
346,Hikvision HKED4082CAB1G4ZB1/8G ,1,8,3200,?,"SO-DIMM, 260-pin",DDR4 ,1590,https://www.citilink.ru/product/pamyat-ddr4-8gb-3200mhz-hikvision-hked4082cab1g4zb1-8g-oem-pc4-25600-c-1848217/
347,AMD Radeon R7 Performance Series R7416G2400U2S-UO ,1,16,2400,16-16-16-36,"DIMM, 288-pin",DDR4 ,5950,https://www.citilink.ru/product/modul-pamyati-amd-radeon-r7-performance-series-r7416g2400u2s-uo-ddr4-1-1126718/
348,A-Data Premier AD4S266616G19-RGN ,1,16,2666,19-19-19,"SO-DIMM, 260-pin",DDR4 ,3090,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-a-data-ad4s266616g19-rgn-rtl-pc4-25600-cl19-s-1839874/
349,Silicon Power Xpower Turbine SP016GXLZU360BSA ,1,16,3600,?,"DIMM, 288-pin",DDR4 ,3990,https://www.citilink.ru/product/pamyat-ddr4-16gb-3600mhz-silicon-power-sp016gxlzu360bsa-rtl-pc4-28800-1875169/
350,Digma DGMAD42666016D ,1,16,2666,19-19-19-43,"DIMM, 288-pin",DDR4 ,2690,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-digma-dgmad42666016d-rtl-pc4-21300-cl19-dimm-1835815/
351,Samsung M471A1K43DB1-CWE ,1,8,3200,?,"SO-DIMM, 260-pin",DDR4 ,2190,https://www.citilink.ru/product/pamyat-ddr4-8gb-3200mhz-samsung-m471a1k43db1-cwe-oem-pc4-25600-cl19-so-1473337/
352,Hikvision HKED4042BBA1D0ZA1/4G ,1,4,2666,?,"SO-DIMM, 260-pin",DDR4 ,890,https://www.citilink.ru/product/pamyat-ddr4-4gb-2666mhz-hikvision-hked4042bba1d0za1-4g-oem-pc4-21300-c-1848213/
353,Crucial CT32G4SFD8266 ,1,32,2666,?,"SO-DIMM, 260-pin",DDR4 ,7790,https://www.citilink.ru/product/pamyat-ddr4-32gb-2666mhz-crucial-ct32g4sfd8266-rtl-pc4-21300-cl19-so-d-1825008/
354,KIMTIGO KMKS16GF682666 ,1,16,2666,19-19-19,"SO-DIMM, 260-pin",DDR4 ,2590,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-kimtigo-kmks16gf682666-rtl-cl19-so-dimm-260-p-1740207/
355,Patriot Signature PSD432G32002 ,1,32,3200,22-22-22-52,"DIMM, 288-pin",DDR4 ,5890,https://www.citilink.ru/product/modul-pamyati-patriot-signature-psd432g32002-ddr4-32gb-3200-dimm-ret-1460281/
356,A-Data AD4U26668G19-SGN ,1,8,2666,19-19-19,"DIMM, 288-pin",DDR4 ,1490,https://www.citilink.ru/product/pamyat-ddr4-8gb-2666mhz-a-data-ad4u26668g19-sgn-rtl-dimm-1702426/
357,Patriot Viper Venom RGB PVVR532G560C36K ,2,16,5600,36-36-36-68,"DIMM, 288-pin",DDR5 ,13390,https://www.citilink.ru/product/pamyat-ddr5-2x16gb-5600mhz-patriot-pvvr532g560c36k-viper-venom-rgb-rtl-1874192/
358,NETAC Shadow NTSDD4P32SP-16B ,1,16,3200,16-20-20-40,"DIMM, 288-pin",DDR4 ,3090,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-netac-ntsdd4p32sp-16b-shadow-rtl-pc4-25600-cl-1810005/
359,Hikvision HKED4041BAA1D0ZA1/4G ,1,4,2666,?,"DIMM, 288-pin",DDR4 ,890,https://www.citilink.ru/product/pamyat-ddr4-4gb-2666mhz-hikvision-hked4041baa1d0za1-4g-oem-pc4-21300-d-1848201/
360,AMD R334G1339U1S-UO ,1,4,1333,9-9-9-24,"DIMM, 240-pin",DDR3 ,690,https://www.citilink.ru/product/modul-pamyati-amd-r334g1339u1s-uo-ddr3-4gb-1333-dimm-oem-731956/
361,Samsung M323R1GB4BB0-CQK ,1,8,4800,?,"DIMM, 288-pin",DDR5 ,2490,https://www.citilink.ru/product/pamyat-ddr5-8gb-4800mhz-samsung-m323r1gb4bb0-cqk-rtl-pc5-38400-cl40-di-1777637/
362,KIMTIGO KMKS4G8582666 ,1,4,2666,?,"SO-DIMM, 260-pin",DDR4 ,990,https://www.citilink.ru/product/pamyat-ddr4-4gb-2666mhz-kimtigo-kmks4g8582666-rtl-pc4-21300-cl19-so-di-1830424/
363,Patriot Signature PSD516G4800K ,2,8,4800,40-40-40,"DIMM, 288-pin",DDR5 ,5190,https://www.citilink.ru/product/pamyat-ddr5-2x8gb-4800mhz-patriot-psd516g4800k-rtl-pc5-38400-cl40-dimm-1634064/
364,Kingston Fury Beast RGB KF426C16BB1A/16 ,1,16,2666,16-18-18,"DIMM, 288-pin",DDR4 ,4490,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-kingston-kf426c16bb1a-16-rtl-pc4-21300-cl16-d-1560754/
365,A-Data AD4U26664G19-BGN ,1,4,2666,?,"DIMM, 288-pin",DDR4 ,1290,https://www.citilink.ru/product/pamyat-ddr4-4gb-2666mhz-a-data-ad4u26664g19-bgn-rtl-pc4-21300-cl19-dim-1731682/
366,Patriot Viper Steel PVS432G240C5S ,1,32,2400,15-15-15-35,"SO-DIMM, 260-pin",DDR4 ,6090,https://www.citilink.ru/product/pamyat-ddr4-32gb-2400mhz-patriot-pvs432g240c5s-rtl-pc4-19200-cl15-260-1509235/
367,Corsair Vengeance RGB CMG16GX4M2E3200C16 ,2,8,3200,16-20-20-38,"DIMM, 288-pin",DDR4 ,5290,https://www.citilink.ru/product/pamyat-ddr4-2x8gb-3600mhz-corsair-cmg16gx4m2e3200c16-vengeance-rgb-rtl-1885797/
368,Patriot PSD416G24002S ,1,16,2400,17-17-17-39,"SO-DIMM, 260-pin",DDR4 ,3190,https://www.citilink.ru/product/modul-pamyati-patriot-psd416g24002s-ddr4-16gb-2400-so-dimm-ret-1004144/
369,AMD Radeon R7 Performance Series R7S48G2606U2S ,1,8,2666,16-18-18-39,"DIMM, 288-pin",DDR4 ,1990,https://www.citilink.ru/product/pamyat-ddr4-8gb-2666mhz-amd-r7s48g2606u2s-radeon-r7-performance-series-1906657/
370,NETAC Shadow RGB NTSRD4P36DP-16S ,2,8,3600,16-18-18-38,"DIMM, 288-pin",DDR4 ,4990,https://www.citilink.ru/product/pamyat-ddr4-2x8gb-3600mhz-netac-ntsrd4p36dp-16s-shadow-rgb-rtl-pc4-288-1810009/
371,Patriot Viper Steel PVS416G413C9K ,2,8,4133,19-19-19-39,"DIMM, 288-pin",DDR4 ,5790,https://www.citilink.ru/product/modul-pamyati-patriot-viper-steel-pvs416g413c9k-ddr4-2x-8gb-4133-dimm-1118417/
372,Kingston VALUERAM KVR32S22S6/4 ,1,4,3200,22-22-22,"SO-DIMM, 260-pin",DDR4 ,1490,https://www.citilink.ru/product/pamyat-ddr4-4gb-3200mhz-kingston-kvr32s22s6-4-valueram-rtl-pc4-25600-c-1894025/
373,AMD Radeon R7 Performance Series R744G2400U1S-U ,1,4,2400,16-16-16-36,"DIMM, 288-pin",DDR4 ,790,https://www.citilink.ru/product/pamyat-ddr4-4gb-2400mhz-amd-r744g2400u1s-u-radeon-r7-performance-serie-1777080/
374,Patriot Viper Venom PVV516G560C40K ,2,8,5600,40-40-40-76,"DIMM, 288-pin",DDR5 ,5490,https://www.citilink.ru/product/pamyat-ddr5-2x8gb-5600mhz-patriot-pvv516g560c40k-viper-venom-rtl-cl40-1790389/
375,Samsung M378A2G43MX3-CWE ,1,16,3200,?,"DIMM, 288-pin",DDR4 ,3990,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-samsung-m378a2g43mx3-cwe-oem-cl19-dimm-288-pi-1643704/
376,AMD R5 R534G1601S1SL-U ,1,4,1600,11-11-11-28,"SO-DIMM, 204-pin",DDR3 ,990,https://www.citilink.ru/product/pamyat-ddr3-4gb-1600mhz-amd-r534g1601s1sl-u-rtl-pc3-12800-cl11-so-dimm-1473465/
377,Kingston VALUERAM KVR26S19D8/32 ,1,32,2666,19-19-19,"SO-DIMM, 260-pin",DDR4 ,7790,https://www.citilink.ru/product/pamyat-ddr4-32gb-2666mhz-kingston-kvr26s19d8-32-valueram-rtl-pc4-21300-1771157/
378,Kingmax ,1,4,?,?,"SO-DIMM, 204-pin",DDR3 ,2120,https://www.citilink.ru/product/modul-pamyati-kingmax-ddr3-4gb-1600-so-dimm-ret-869757/
379,Kingston Fury Beast KF552C40BB-32 ,1,32,5200,40-40-40,"DIMM, 288-pin",DDR5 ,10590,https://www.citilink.ru/product/pamyat-ddr5-32gb-5200mhz-kingston-kf552c40bb-32-fury-beast-rtl-pc5-416-1769928/
380,NETAC Shadow RGB NTSRD4P32DP-16S ,2,8,3200,14-16-16-36,"DIMM, 288-pin",DDR4 ,5690,https://www.citilink.ru/product/pamyat-ddr4-2x8gb-3200mhz-netac-ntsrd4p32dp-16s-shadow-rgb-rtl-pc4-256-1809984/
381,Kingston Fury Beast Black KF432C16BB/16-SP ,1,16,3200,16-20-20,"DIMM, 288-pin",DDR4 ,4190,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-kingston-kf432c16bb-16-sp-fury-beast-black-oe-1841174/
382,Silicon Power SP016GBSFU266B02 ,1,16,2666,?,"SO-DIMM, 260-pin",DDR4 ,3670,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-silicon-power-sp016gbsfu266b02-rtl-pc4-21300-1840474/
383,Patriot PSD44G266682 ,1,4,2666,19-19-19-43,"DIMM, 288-pin",DDR4 ,1090,https://www.citilink.ru/product/modul-pamyati-patriot-psd44g266682-ddr4-4gb-2666-dimm-ret-1083965/
384,Patriot Viper Elite II PVE248G360C0 ,1,8,3600,20-26-26-46,"DIMM, 288-pin",DDR4 ,1990,https://www.citilink.ru/product/pamyat-ddr4-8gb-3600mhz-patriot-pve248g360c0-rtl-pc4-28800-cl20-dimm-2-1555001/
385,Kingston Fury Renegade Black KF436C16RB/8 ,1,8,3600,16-20-20,"DIMM, 288-pin",DDR4 ,2490,https://www.citilink.ru/product/pamyat-ddr4-8gb-3600mhz-kingston-kf436c16rb-8-rtl-pc4-28800-cl17-dimm-1561157/
386,NETAC Shadow RGB NTSRD4P36DP-16E ,2,8,3600,18-22-22-42,"DIMM, 288-pin",DDR4 ,4890,https://www.citilink.ru/product/pamyat-ddr4-2x8gb-3600mhz-netac-ntsrd4p36dp-16e-shadow-rtl-pc4-28800-c-1810008/
387,Patriot Signature PSP48G266681H1 ,1,8,2666,19-19-19-43,"DIMM, 288-pin",DDR4 ,1590,https://www.citilink.ru/product/modul-pamyati-patriot-signature-psp48g266681h1-ddr4-8gb-2666-dimm-ret-1460379/
388,Corsair DOMINATOR PLATINUM RGB CMT16GX4M2C3600C18 ,2,8,3600,18-19-19-39,"DIMM, 288-pin",DDR4 ,10990,https://www.citilink.ru/product/modul-pamyati-corsair-dominator-platinum-rgb-cmt16gx4m2c3600c18-ddr4-2-1133852/
389,AMD R532G1601S1SL-UO ,1,2,1600,11-11-11-28,"SO-DIMM, 204-pin",DDR3L,690,https://www.citilink.ru/product/modul-pamyati-amd-r532g1601s1sl-uo-ddr3l-2gb-1600-so-dimm-oem-295994/
390,Corsair Vengeance RGB CMH32GX5M2B5600C40K ,2,16,5600,40-40-40-77,"DIMM, 288-pin",DDR5 ,17990,https://www.citilink.ru/product/pamyat-ddr5-2x16gb-5600mhz-corsair-cmh32gx5m2b5600c40k-vengeance-rgb-r-1885801/
391,Digma DGMAD43200016D ,1,16,3200,22-22-22-52,"DIMM, 288-pin",DDR4 ,2890,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-digma-dgmad43200016d-rtl-pc4-25600-cl22-dimm-1835819/
392,Kingston Fury Renegade RGB KF432C16RBA/8 ,1,8,3200,16-18-18,"DIMM, 288-pin",DDR4 ,2790,https://www.citilink.ru/product/pamyat-ddr4-8gb-3200mhz-kingston-kf432c16rba-8-rtl-pc4-25600-cl16-dimm-1561143/
393,Digma DGMAD31600004S ,1,4,1600,11-11-11-28,"DIMM, 240-pin",DDR3L,750,https://www.citilink.ru/product/pamyat-ddr3l-4gb-1600mhz-digma-dgmad31600004s-rtl-pc3-12800-cl11-dimm-1892905/
394,Corsair Vengeance CMK32GX5M2B5600Z36 ,2,16,5600,36-36-36-76,"DIMM, 288-pin",DDR5 ,15690,https://www.citilink.ru/product/pamyat-ddr5-2x16gb-5600mhz-corsair-cmk32gx5m2b5600z36-vengeance-rtl-pc-1885804/
395,Patriot Signature PSD48G266681 ,1,8,2666,19-19-19-43,"DIMM, 288-pin",DDR4 ,1490,https://www.citilink.ru/product/pamyat-ddr4-8gb-2666mhz-patriot-psd48g266681-signature-oem-pc4-21300-c-1875091/
396,A-Data Premier ADDX1600W4G11-SPU ,1,4,1600,11-11-11,"DIMM, 240-pin",DDR3L,1190,https://www.citilink.ru/product/pamyat-ddr3l-4gb-1600mhz-a-data-addx1600w4g11-spu-oem-pc3l-12800-cl11-1839886/
397,Corsair DOMINATOR PLATINUM RGB CMT32GX5M2B5600C36 ,2,16,5600,36-36-36-76,"DIMM, 288-pin",DDR5 ,19990,https://www.citilink.ru/product/pamyat-ddr5-2x16gb-5600mhz-corsair-cmt32gx5m2b5600c36-dominator-platin-1690125/
398,Kingston Fury Beast KF556C40BBK2-16 ,2,8,5600,40-40-40,"DIMM, 288-pin",DDR5 ,6290,https://www.citilink.ru/product/pamyat-ddr5-8gb-5600mhz-kingston-kf556c40bbk2-16-rtl-dimm-rtl-1909877/
399,NETAC Shadow NTSDD4P32DP-32E ,2,16,3200,16-20-20-40,"DIMM, 288-pin",DDR4 ,6990,https://www.citilink.ru/product/pamyat-ddr4-2x16gb-3200mhz-netac-ntsdd4p32dp-32e-shadow-rtl-pc4-25600-1809998/
400,Digma DGMAD42666032D ,1,32,2666,19-19-19-43,"DIMM, 288-pin",DDR4 ,5690,https://www.citilink.ru/product/pamyat-ddr4-32gb-2666mhz-digma-dgmad42666032s-rtl-pc4-21300-cl19-dimm-1784397/
401,Patriot Viper Steel PVS416G266C8S ,1,16,2666,18-18-18-43,"SO-DIMM, 260-pin",DDR4 ,3290,https://www.citilink.ru/product/modul-pamyati-patriot-viper-steel-pvs416g266c8s-ddr4-16gb-2666-so-dimm-1185095/
402,Patriot Signature PSD516G520081 ,1,16,5200,42-42-42-84,"DIMM, 288-pin",DDR5 ,4990,https://www.citilink.ru/product/pamyat-ddr5-16gb-4800mhz-patriot-psd516g520081-signature-rtl-pc5-38400-1883494/
403,A-Data Premier ADDX1600W8G11-SGN ,1,8,1600,11-11-11,"DIMM, 240-pin",DDR3L,2590,https://www.citilink.ru/product/pamyat-ddr3l-8gb-1600mhz-a-data-addx1600w8g11-sgn-oem-pc3l-12800-cl11-1839885/
404,Kingmax KM-LD5-4800-16GS ,1,16,4800,?,"DIMM, 288-pin",DDR5 ,5390,https://www.citilink.ru/product/pamyat-ddr5-16gb-4800mhz-kingmax-km-ld5-4800-16gs-rtl-pc5-38400-cl40-d-1672337/
405,AMD R332G1339U1S-UO ,1,2,1333,9-9-9-24,"DIMM, 240-pin",DDR3 ,790,https://www.citilink.ru/product/modul-pamyati-amd-r332g1339u1s-uo-ddr3-2gb-1333-dimm-oem-879425/
406,AMD R534G1601U1S-UO/2S-UO ,1,4,1600,11-11-11-28,"DIMM, 240-pin",DDR3 ,790,https://www.citilink.ru/product/modul-pamyati-amd-r534g1601u1s-uo-2s-uo-ddr3-4gb-1600-dimm-oem-749383/
407,Silicon Power Xpower Turbine RGB SP016GXLZU360BDB ,2,8,3600,?,"DIMM, 288-pin",DDR4 ,4990,https://www.citilink.ru/product/pamyat-ddr4-2x8gb-3600mhz-silicon-power-sp016gxlzu360bdb-rtl-pc4-28800-1875187/
408,Patriot Viper 4 Blackout PVB416G440C8K ,2,8,4400,18-26-26-46,"DIMM, 288-pin",DDR4 ,6390,https://www.citilink.ru/product/pamyat-ddr4-2x8gb-4400mgc-patriot-pvb416g440c8k-rtl-cl19-dimm-288-pin-1562213/
409,NETAC Shadow RGB NTSRD5P48DP-16S ,2,8,4800,40-40-40-77,"DIMM, 288-pin",DDR5 ,11590,https://www.citilink.ru/product/pamyat-ddr5-2x8gb-4800mhz-netac-ntsrd5p48dp-16s-shadow-rgb-rtl-pc5-384-1809941/
410,Patriot PSD532G48002S ,1,32,4800,40-40-40-70,"SO-DIMM, 260-pin",DDR5 ,9790,https://www.citilink.ru/product/pamyat-ddr5-32gb-4800mhz-patriot-psd532g48002s-rtl-cl40-so-dimm-260-pi-1790435/
411,Patriot Signature PSD516G560081 ,1,16,5600,46-46-46-90,"DIMM, 288-pin",DDR5 ,4790,https://www.citilink.ru/product/pamyat-ddr5-16gb-4800mhz-patriot-psd516g560081-signature-rtl-pc5-38400-1883505/
412,Corsair Vengeance CMK16GX5M1B5200C40 ,1,16,5200,40-40-40-77,"DIMM, 288-pin",DDR5 ,7990,https://www.citilink.ru/product/pamyat-ddr5-16gb-5200mhz-corsair-cmk16gx5m1b5200c40-vengeance-rtl-pc5-1885805/
413,Patriot Signature PSD432G26662 ,1,32,2666,19-19-19-43,"DIMM, 288-pin",DDR4 ,6990,https://www.citilink.ru/product/modul-pamyati-patriot-signature-psd432g26662-ddr4-32gb-2666-dimm-ret-1460276/
414,Corsair CMSA4GX3M1A1333C9 ,1,4,1333,9-9-9-24,"SO-DIMM, 204-pin",DDR3 ,2770,https://www.citilink.ru/product/modul-pamyati-corsair-cmsa4gx3m1a1333c9-ddr3-4gb-1333-so-dimm-mac-memo-643719/
415,Corsair Vengeance LPX CMK16GX4M2E3200C16 ,2,8,3200,16-20-20-38,"DIMM, 288-pin",DDR4 ,4990,https://www.citilink.ru/product/pamyat-ddr4-2x8gb-3200mhz-corsair-cmk16gx4m2e3200c16-vengeance-lpx-rtl-1622267/
416,Kingmax ,1,4,1600,?,"DIMM, 240-pin",DDR3 ,1880,https://www.citilink.ru/product/modul-pamyati-kingmax-ddr3-4gb-1600-dimm-ret-694183/
417,Corsair CMSA16GX3M2A1333C9 ,2,8,1333,9-9-9-24,"SO-DIMM, 204-pin",DDR3 ,4990,https://www.citilink.ru/product/modul-pamyati-corsair-cmsa16gx3m2a1333c9-ddr3-2x-8gb-1333-so-dimm-ret-685316/
418,Hikvision HKED3081BAA2A0ZA1/8G ,1,8,1600,?,"DIMM, 240-pin",DDR3 ,1290,https://www.citilink.ru/product/pamyat-ddr3-8gb-1600mhz-hikvision-hked3081baa2a0za1-8g-oem-pc3-12800-c-1848230/
419,A-Data AD4S320016G22-BGN ,1,16,3200,?,"SO-DIMM, 260-pin",DDR4 ,3290,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-a-data-ad4s320016g22-bgn-rtl-cl22-so-dimm-260-1726532/
420,Patriot Viper Elite II PVE2432G400C0K ,2,16,4000,20-26-26-46,"DIMM, 288-pin",DDR4 ,7390,https://www.citilink.ru/product/pamyat-ddr4-2x16gb-4000mhz-patriot-pve2432g400c0k-rtl-pc4-32000-cl20-d-1555026/
421,Patriot Viper RGB PVR416G320C6K ,2,8,3200,16-20-20-40,"DIMM, 288-pin",DDR4 ,6990,https://www.citilink.ru/product/modul-pamyati-patriot-viper-rgb-pvr416g320c6k-ddr4-2x-8gb-3200-dimm-re-1087822/
422,Patriot Viper 4 PV48G300C6K ,2,4,3000,16-16-16-36,"DIMM, 288-pin",DDR4 ,2990,https://www.citilink.ru/product/modul-pamyati-patriot-viper-4-pv48g300c6k-ddr4-2x-4gb-3000-dimm-ret-498706/
423,Kingston VALUERAM KVR32N22S6/4 ,1,4,3200,22-22-22,"DIMM, 288-pin",DDR4 ,1590,https://www.citilink.ru/product/pamyat-ddr4-4gb-3200mhz-kingston-kvr32n22s6-4-valueram-rtl-pc4-25600-c-1919727/
424,Kingston Fury Renegade RGB KF436C16RB1AK4/64 ,4,16,3600,16-20-20,"DIMM, 288-pin",DDR4 ,28310,https://www.citilink.ru/product/pamyat-ddr4-4x64gb-3600mhz-kingston-kf436c16rb1ak4-64-fury-renegade-rg-1914371/
425,AGI UD138 AGI240008UD138 ,1,8,2400,17-19-19-40,"DIMM, 288-pin",DDR4 ,1780,https://www.citilink.ru/product/pamyat-ddr4-8gb-2400mhz-agi-agi240008ud138-ud138-rtl-pc4-25600-dimm-28-1924718/
426,Patriot Signature PSD532G5600K ,2,16,5600,46-46-46-90,"DIMM, 288-pin",DDR5 ,9990,https://www.citilink.ru/product/pamyat-ddr5-2x16gb-5600mhz-patriot-psd532g5600k-rtl-pc5-44800-cl32-dim-1917590/
427,Corsair Vengeance RGB Pro CMW32GX4M4D3600C18 ,4,8,3600,18-22-22-42,"DIMM, 288-pin",DDR4 ,12990,https://www.citilink.ru/product/pamyat-ddr4-8gb-3600mhz-corsair-cmw32gx4m4d3600c18-rtl-dimm-rtl-1916205/
428,Corsair DOMINATOR PLATINUM RGB CMT32GX5M2B5600C36W ,2,16,5600,36-36-36-76,"DIMM, 288-pin",DDR5 ,20890,https://www.citilink.ru/product/pamyat-ddr5-16gb-5600mhz-corsair-cmt32gx5m2b5600c36w-rtl-dimm-rtl-1916204/
429,Corsair DOMINATOR PLATINUM RGB CMT32GX5M2X6200C36W ,2,16,6200,36-39-39-76,"DIMM, 288-pin",DDR5 ,23990,https://www.citilink.ru/product/pamyat-ddr5-16gb-6200mhz-corsair-cmt32gx5m2x6200c36w-rtl-dimm-rtl-1916202/
430,Patriot Viper 4 Blackout PVB416G413C8K ,2,8,4133,18-22-22-42,"DIMM, 288-pin",DDR4 ,6990,https://www.citilink.ru/product/pamyat-ddr4-2x8gb-4133mhz-patriot-pvb416g413c8k-viper-4-blackout-rtl-p-1914468/
431,Patriot Viper Venom PVV564G560C40K ,2,32,5600,40-40-40-76,"DIMM, 288-pin",DDR5 ,24890,https://www.citilink.ru/product/pamyat-ddr5-2x64gb-5600mhz-patriot-pvv564g560c40k-viper-venom-rtl-pc5-1914394/
432,Patriot Viper Venom PVV564G520C40K ,2,32,5200,40-40-40-76,"DIMM, 288-pin",DDR5 ,20990,https://www.citilink.ru/product/pamyat-ddr5-2x64gb-5200mhz-patriot-pvv564g520c40k-viper-venom-rtl-pc5-1914392/
433,Patriot Viper Venom PVV532G680C34K ,2,16,6800,34-44-44-84,"DIMM, 288-pin",DDR5 ,16990,https://www.citilink.ru/product/pamyat-ddr5-2x32gb-6800mhz-patriot-pvv532g680c34k-viper-venom-rtl-pc5-1914390/
434,Kingston Fury Renegade Silver [KF560C32RSK2-64 ,2,32,6000,32-38-38,"DIMM, 288-pin",DDR5 ,37380,https://www.citilink.ru/product/pamyat-ddr5-2x64gb-6000mhz-kingston-kf560c32rsk2-64-fury-renegade-silv-1914388/
435,Kingston Fury Beast Black KF560C40BBK2-64 ,2,32,6000,40-40-40,"DIMM, 288-pin",DDR5 ,26990,https://www.citilink.ru/product/pamyat-ddr5-2x64gb-6000mhz-kingston-kf560c40bbk2-64-fury-beast-black-r-1914386/
