,driveName,type,diskCapacity,diskMark,rank,price,driveValue,priceperGB,testDate
6761,Seagate ST3750528AS,HDD,698.6,699,6762,3456.8,16.17,0.06,2009
6765,WDC WD10JPVX,HDD,931.5,697,6766,3519.2,15.84,0.05,2013
6767,Hitachi HUA722020ALA331,HDD,1800.0,695,6768,9000.0,6.18,0.06,2014
6768,TOSHIBA MQ01ABD100,HDD,931.5,695,6769,2799.2,19.87,0.04,2012
6769,TOSHIBA MQ01ABD050V,HDD,465.8,695,6770,1542.4,36.05,0.04,2015
6775,WDC WD7500LPCX,HDD,698.6,694,6776,4064.0,13.66,0.07,2013
6779,Seagate ST3500411SV,HDD,465.8,694,6780,10080.0,5.51,0.27,2011
6780,Seagate ST1500LM006,HDD,1400.0,693,6781,7199.2,7.7,0.06,2014
6785,Seagate ST1500DL003,HDD,1400.0,693,6786,6396.0,8.67,0.06,2011
6786,Seagate ST3320613AS,HDD,298.1,692,6787,6175.2,8.97,0.26,2008
6789,Seagate ST3250312AS,HDD,232.9,692,6790,4624.0,11.97,0.25,2011
6792,WDC WD7500BPVX,HDD,698.6,691,6793,3116.0,17.73,0.06,2013
6794,Seagate ST31500341AS,HDD,1400.0,690,6795,4720.0,11.7,0.04,2008
6797,Seagate ST31000526SV,HDD,931.5,690,6798,9647.2,5.72,0.13,2011
6798,Hitachi HDS721010CLA332,HDD,931.5,690,6799,9892.8,5.58,0.13,2009
6801,Seagate ST32000542AS,HDD,1800.0,689,6802,6559.2,8.4,0.05,2009
6802,Seagate ST320DM000,HDD,298.1,688,6803,3120.0,17.65,0.13,2011
6803,WDC WD7502ABYS,HDD,698.6,688,6804,5044.8,10.91,0.09,2009
6805,WDC WD2500LPVT,HDD,232.9,688,6806,6956.0,7.91,0.37,2012
6809,WDC WD10S12X,HDD,946.4,686,6810,9279.2,5.91,0.12,2013
6810,Seagate ST3500414CS,HDD,465.8,686,6811,1199.2,45.75,0.03,2012
6811,TOSHIBA MQ01ABF050,HDD,465.8,685,6812,2078.4,26.39,0.06,2013
6813,Seagate ST1000LM035,HDD,931.5,685,6814,3196.0,17.14,0.04,2016
6814,WDC WD10JPVT,HDD,931.5,685,6815,6399.2,8.56,0.09,2012
6815,WDC WD20EARX,HDD,1800.0,683,6816,11960.0,4.57,0.08,2011
6817,WDC WD7500BFCX,HDD,698.6,683,6818,5359.2,10.2,0.1,2014
6818,WDC WD1502FYPS,HDD,1400.0,682,6819,9200.0,5.93,0.08,2014
6820,Seagate ST500LX012,HDD,465.8,682,6821,12159.2,4.49,0.33,2015
6822,WDC WD2002FYPS,HDD,1800.0,681,6823,11100.0,4.91,0.08,2009
6837,WDC WD2003FYPS,HDD,1800.0,676,6838,9600.8,5.64,0.07,2014
6843,WDC WD6400AAKS,HDD,596.2,675,6844,3360.0,16.07,0.07,2009
6844,Seagate ST2000LM015,HDD,1800.0,675,6845,9440.0,5.72,0.07,2017
6848,WDC WD5000LPVT,HDD,465.8,674,6849,1120.0,48.13,0.03,2012
6850,Seagate ST750LX003,HDD,698.6,673,6851,10199.2,5.28,0.18,2011
6857,WDC WD1001FALS,HDD,931.5,672,6858,8730.4,6.15,0.12,2009
6858,WDC WD5000LPVX,HDD,465.8,671,6859,2198.4,24.42,0.06,2013
6860,TOSHIBA MQ01ABD050,HDD,465.8,671,6861,1676.0,32.01,0.04,2012
6864,Kingston SSDNow 256GB,SSD,238.5,668,6865,11738.4,4.55,0.62,2014
6866,Seagate ST1000LM014,HDD,931.5,668,6867,7192.8,7.43,0.1,2013
6867,WDC WD2500AAKS,HDD,232.9,667,6868,4159.2,12.84,0.22,2010
6871,Seagate ST500LT032,HDD,465.8,665,6872,2799.2,19.01,0.08,2013
6876,SAMSUNG HD161GJ,HDD,149.0,665,6877,2159.2,24.62,0.18,2009
6877,SAMSUNG HD103UJ,HDD,931.5,665,6878,7153.6,7.43,0.1,2008
6879,WDC WD10EVDS,HDD,97.7,664,6880,18400.0,2.89,2.35,2010
6880,TOSHIBA MQ02ABF050H,HDD,465.8,663,6881,4239.2,12.51,0.11,2015
6881,Hitachi HCS721010CLA332,HDD,931.5,663,6882,7920.0,6.7,0.11,2014
6885,WDC WD20EARS,HDD,1800.0,662,6886,5120.0,10.34,0.04,2011
6886,Seagate ST3160813AS,HDD,149.0,662,6887,2399.2,22.07,0.2,2009
6894,Seagate ST31000333AS,HDD,931.5,659,6895,19519.2,2.7,0.26,2009
6895,KINGSTON SV100S232G,HDD,29.7,659,6896,10799.2,4.88,4.55,2011
6896,SAMSUNG HD642JJ,HDD,596.2,659,6897,5520.0,9.55,0.12,2008
6899,WDC WD3200BEKX,HDD,298.1,657,6900,3600.0,14.61,0.15,2013
6900,WDC WD3200LPLX,HDD,298.1,657,6901,5119.2,10.27,0.21,2015
6904,SAMSUNG HD503HI,HDD,465.8,657,6905,5031.2,10.45,0.14,2009
6907,Seagate ST500LT012,HDD,465.8,655,6908,10600.0,4.95,0.28,2012
6909,Seagate ST3640323AS,HDD,596.2,655,6910,15135.2,3.46,0.32,2008
6911,WDC WD5000LUCT,HDD,465.8,654,6912,4879.2,10.72,0.13,2014
6915,SAMSUNG HM320HJ,HDD,298.1,654,6916,5503.2,9.51,0.23,2010
6916,WDC WD5001AALS,HDD,465.8,652,6917,6720.0,7.77,0.18,2010
6920,WDC WD3202ABYS,HDD,97.7,652,6921,7599.2,6.86,0.97,2009
6921,WDC WD20EADS,HDD,1800.0,651,6922,12231.2,4.26,0.08,2009
6922,Seagate ST9750420AS,HDD,698.6,651,6923,4799.2,10.86,0.09,2010
6925,Seagate ST3500312CS,HDD,465.8,651,6926,1759.2,29.6,0.05,2009
6932,WDC WD15EARS,HDD,1400.0,649,6933,4684.0,11.09,0.04,2010
6933,Seagate ST500LM000,SSD,489.0,648,6934,2545.6,20.38,0.07,2013
6934,Hitachi HDS721025CLA682,HDD,232.9,648,6935,2399.2,21.62,0.13,2012
6936,SAMSUNG HM640JJ,HDD,581.5,648,6937,5599.2,9.26,0.12,2010
6939,TOSHIBA MQ01ABD075,HDD,698.6,647,6940,3839.2,13.49,0.07,2012
6944,WDC WD3200BEKT,HDD,298.1,646,6945,3199.2,16.16,0.13,2012
6949,Hitachi HTS541010A9E680,HDD,931.5,645,6950,3974.4,12.99,0.05,2012
6950,Seagate ST3750330SV,HDD,698.6,645,6951,3990.4,12.93,0.07,2013
6951,WDC WD10S21X,HDD,931.5,644,6952,14879.2,3.46,0.2,2014
6952,Seagate ST1000LM048,HDD,931.5,643,6953,3599.2,14.3,0.05,2016
6956,SAMSUNG HD103SI,HDD,931.5,643,6957,4136.8,12.43,0.06,2009
6958,SAMSUNG HM250HJ,HDD,218.2,642,6959,10720.0,4.79,0.61,2010
6960,WDC WD10EUCX,HDD,931.5,641,6961,7045.6,7.28,0.09,2013
6962,WDC WD1602ABKS,HDD,149.0,641,6963,5200.0,9.86,0.44,2009
6965,HGST HTS725032A7E630,HDD,298.1,640,6966,1535.2,33.35,0.06,2013
6967,Seagate ST1000LM024,HDD,931.5,638,6968,2959.2,17.26,0.04,2012
6968,Seagate ST3320418AS,HDD,298.1,638,6969,2895.2,17.63,0.12,2009
6969,OCZ SOLID SSD,SSD,59.7,638,6970,7412.8,6.89,1.55,2012
6971,TOSHIBA MQ02ABF100,HDD,931.5,637,6972,11400.0,4.47,0.15,2014
6972,HGST HTE725032A7E630,HDD,298.1,637,6973,4293.6,11.87,0.18,2016
6975,HP GB1000EAFJL,HDD,931.5,637,6976,11040.0,4.62,0.15,2012
6976,Hitachi HTS725032A7E630,HDD,298.1,637,6977,3352.0,15.2,0.14,2012
6977,WDC WD3200AAKS,HDD,298.1,635,6978,2396.0,21.21,0.1,2008
6979,Seagate ST95005620AS,HDD,465.8,635,6980,4399.2,11.54,0.12,2010
6980,Seagate ST500LX025,HDD,465.8,634,6981,11520.0,4.41,0.31,2017
6985,FUJITSU MBA3073RC,HDD,68.5,633,6986,9039.2,5.6,1.65,2012
6986,WDC WD10J31X,HDD,931.5,633,6987,16360.0,3.1,0.22,2015
6990,Seagate ST3500410SV,HDD,465.8,633,6991,1199.2,42.2,0.03,2009
6992,Seagate ST3750330NS,HDD,698.6,632,6993,4391.2,11.51,0.08,2009
6993,WDC WD6400AARS,HDD,596.2,632,6994,4992.0,10.13,0.1,2010
6994,Seagate ST31000340NS,HDD,931.5,632,6995,3431.2,14.74,0.05,2009
7002,Seagate ST3750330AS,HDD,698.6,630,7003,4160.0,12.12,0.07,2008
7004,HGST HTE725050A7E630,HDD,465.8,630,7005,10396.0,4.85,0.28,2013
7009,SAMSUNG HN-M500MBB,HDD,465.8,630,7010,5152.8,9.78,0.14,2012
7010,Hitachi HTS723232A7A364,HDD,298.1,630,7011,2399.2,20.99,0.1,2011
7012,Patriot Torqx 64GB SSD,SSD,59.6,629,7013,5119.2,9.83,1.07,2009
7013,SAMSUNG HD154UI,HDD,1400.0,629,7014,3999.2,12.57,0.04,2009
7016,Hitachi HDT721032SLA360,HDD,58.6,627,7017,2080.0,24.12,0.44,2009
7017,TOSHIBA MQ02ABD100H,HDD,931.5,626,7018,6359.2,7.88,0.09,2015
7018,SEAGATE ST3300555SS,HDD,279.4,626,7019,4167.2,12.02,0.19,2013
7020,Hitachi HTS725050A9A364,HDD,465.8,626,7021,7999.2,6.26,0.21,2009
7021,Seagate ST9750422AS,HDD,698.6,625,7022,7200.0,6.94,0.13,2013
7023,Seagate ST3500320NS,HDD,465.8,624,7024,4799.2,10.4,0.13,2009
7026,Seagate ST31000322CS,HDD,931.5,624,7027,16471.2,3.03,0.22,2012
7030,TOSHIBA MQ01ABD032,HDD,298.1,623,7031,1039.2,47.95,0.04,2012
7031,Hitachi HDS721025CLA382,HDD,232.8,623,7032,12798.4,3.89,0.69,2010
7032,TOSHIBA MK3261GSYN,HDD,298.1,623,7033,2335.2,21.33,0.1,2011
7034,SAMSUNG HM500JJ,HDD,465.8,622,7035,23191.2,2.15,0.62,2010
7035,SAMSUNG HD105SI,HDD,921.7,622,7036,5641.6,8.82,0.08,2010
7036,WDC WD3200AAJS,HDD,296.6,620,7037,1639.2,30.26,0.07,2009
7038,Seagate ST3250310NS,HDD,232.8,620,7039,14240.0,3.48,0.76,2008
7040,TOSHIBA MK7559GSXP,HDD,698.6,619,7041,7760.0,6.38,0.14,2010
7041,TOSHIBA MK3261GSY,HDD,296.9,619,7042,1760.0,28.14,0.07,2011
7043,SAMSUNG HN-M640MBB,HDD,596.2,619,7044,12636.0,3.92,0.26,2013
7044,Hitachi HDT721010SLA360,HDD,931.5,619,7045,3199.2,15.47,0.04,2009
7045,Seagate ST3320413AS,HDD,298.1,619,7046,5680.0,8.71,0.24,2011
7048,WDC WD5000BEKT,HDD,465.8,617,7049,3999.2,12.35,0.11,2010
7050,Seagate ST31000424CS,HDD,931.5,617,7051,7840.0,6.3,0.11,2013
7051,Seagate ST500LM012,HDD,465.8,616,7052,2668.8,18.48,0.07,2012
7052,SAMSUNG HD502HI,HDD,465.8,616,7053,13695.2,3.6,0.37,2009
7055,Seagate ST9500423AS,HDD,465.8,615,7056,4863.2,10.12,0.13,2011
7057,WDC WD10EARS,HDD,931.5,614,7058,10391.2,4.73,0.14,2010
7059,Seagate ST92505610AS,HDD,232.9,613,7060,5889.6,8.33,0.32,2010
7062,Hitachi HTS545050A7E380,HDD,465.8,612,7063,1671.2,29.3,0.04,2011
7063,WDC WD15EARX,HDD,1400.0,612,7064,10800.0,4.53,0.1,2011
7065,HGST HTS545025A7E380,HDD,232.9,612,7066,4479.2,10.93,0.24,2014
7067,FUJITSU MBA3147RC,HDD,136.7,611,7068,5122.4,9.54,0.47,2012
7069,WDC WD1600AAJS,HDD,149.0,611,7070,2399.2,20.37,0.2,2009
7074,TOSHIBA MQ01ABF032,HDD,298.1,609,7075,3508.8,13.88,0.15,2013
7078,WDC WD10EURS,HDD,931.5,608,7079,7120.0,6.83,0.1,2010
7079,Hitachi HTS723225A7A364,HDD,232.9,608,7080,3199.2,15.19,0.17,2011
7080,Seagate ST750LM022,HDD,698.6,607,7081,5920.0,8.21,0.11,2012
7082,Hitachi HTS725050A9A360,HDD,465.8,607,7083,3518.4,13.8,0.09,2009
7083,Seagate ST3500620AS,HDD,465.8,607,7084,10080.0,4.82,0.27,2008
7084,HGST HTS541010A9E680,HDD,931.5,607,7085,5741.6,8.45,0.08,2013
7085,Hitachi HDT721064SLA360,HDD,596.2,606,7086,1679.2,28.89,0.04,2009
7090,Seagate ST3320413CS,HDD,298.1,605,7091,7840.8,6.17,0.33,2013
7094,Seagate ST3250312CS,HDD,232.9,603,7095,5199.2,9.28,0.28,2013
7097,Seagate ST3160318AS,HDD,149.0,602,7098,2495.2,19.31,0.21,2009
7099,WDC WD7500AARX,HDD,698.6,602,7100,9052.0,5.32,0.16,2011
7100,Seagate ST500LM030,HDD,465.8,602,7101,4159.2,11.58,0.11,2016
7101,Seagate ST500LX003,HDD,465.8,602,7102,4800.0,10.03,0.13,2012
7104,SAMSUNG HN-M101MBB,HDD,931.5,600,7105,4095.2,11.73,0.05,2011
7107,WDC WD5000AVCS,HDD,465.8,600,7108,5351.2,8.97,0.14,2013
7108,Hitachi HUA722020ALA330,HDD,1800.0,599,7109,2799.2,17.12,0.02,2012
7109,SAMSUNG HD203WI,HDD,500.0,599,7110,16471.2,2.91,0.41,2010
7110,TOSHIBA MQ01ABC150,HDD,1400.0,599,7111,11120.0,4.31,0.1,2013
7112,SAMSUNG HD753LJ,HDD,698.6,599,7113,6000.0,7.98,0.11,2008
7113,Seagate ST3500320AS,HDD,465.8,599,7114,4624.0,10.36,0.12,2008
7114,WDC WD10EVVS,HDD,931.5,598,7115,11863.2,4.03,0.16,2013
7115,WDC WD2500AVJS,HDD,48.8,598,7116,7199.2,6.65,1.84,2009
7116,Seagate ST9500424AS,HDD,453.7,598,7117,6800.0,7.04,0.19,2011
7117,SAMSUNG HD502IJ,HDD,465.6,598,7118,4799.2,9.97,0.13,2008
7118,WDC WD10EADS,HDD,931.5,597,7119,7940.0,6.02,0.11,2010
7120,HGST HTS541075A9E680,HDD,698.6,596,7121,3199.2,14.91,0.06,2013
7122,TOSHIBA MK6461GSYN,HDD,596.2,596,7123,9927.2,4.8,0.21,2010
7123,Seagate ST9500530NS,HDD,465.8,596,7124,3520.0,13.55,0.09,2014
7124,WDC WD2500LPVX,HDD,232.9,596,7125,4159.2,11.46,0.22,2014
7126,WDC WD10EADX,HDD,931.5,595,7127,7199.2,6.62,0.1,2011
7129,Seagate ST3250412CS,HDD,232.9,595,7130,3359.2,14.17,0.18,2013
7133,Seagate ST93205620AS,HDD,298.1,594,7134,11999.2,3.96,0.5,2010
7134,HGST HTS545050A7E680,HDD,465.8,594,7135,12000.0,3.96,0.32,2013
7143,SAMSUNG HD251HJ,HDD,232.9,588,7144,2359.2,19.95,0.13,2012
7144,WDC WD3200LPVT,HDD,298.1,588,7145,4159.2,11.31,0.17,2013
7145,WDC WD8000AARS,HDD,745.1,587,7146,5982.4,7.85,0.1,2010
7155,WDC WD3200LPCX,HDD,298.1,581,7156,3040.0,15.29,0.13,2014
7159,WDC WD10EACS,HDD,931.5,580,7160,1600.0,29.0,0.02,2009
7163,WDC WD3200LPVX,HDD,298.1,579,7164,1996.0,23.22,0.08,2013
7165,TOSHIBA MK6461GSY,HDD,596.2,579,7166,15996.0,2.9,0.34,2010
7168,WDC WD7500BPVT,HDD,698.6,579,7169,2479.2,18.68,0.04,2011
7169,Seagate ST9640423AS,HDD,596.2,578,7170,6471.2,7.15,0.14,2011
7170,WDC WD15EADS,HDD,1400.0,578,7171,6668.0,6.94,0.06,2010
7174,HGST HTS545050A7E380,HDD,465.8,577,7175,4479.2,10.31,0.12,2012
7177,WDC WD10JFCX,HDD,931.5,577,7178,5585.6,8.26,0.07,2014
7178,TOSHIBA MK1661GSYN,HDD,149.0,575,7179,7919.2,5.81,0.66,2013
7180,Seagate ST3320311CS,HDD,298.1,574,7181,4975.2,9.23,0.21,2013
7181,Seagate ST3320310CS,HDD,298.1,574,7182,2239.2,20.51,0.09,2009
7183,Hitachi HTS725032A9A364,HDD,298.1,573,7184,2800.0,16.37,0.12,2009
7187,WDC WD5000AVDS,HDD,465.7,572,7188,1359.2,33.69,0.04,2010
7189,OCZ SOLID SSD 32GB,SSD,29.8,572,7190,7412.8,6.17,3.11,2009
7192,Seagate ST320LT007,HDD,298.1,572,7193,1519.2,30.11,0.06,2011
7197,WDC WD2500AAJS,HDD,232.9,571,7198,2599.2,17.57,0.14,2009
7198,PATRIOT MEMORY 128GB SSD,SSD,119.4,570,7199,13082.4,3.49,1.37,2009
7202,Seagate ST3250310SV,HDD,232.9,569,7203,3773.6,12.06,0.2,2009
7203,WDC WD7500AARS,HDD,698.6,569,7204,6846.4,6.65,0.12,2011
7204,SAMSUNG HD083GJ,HDD,74.4,569,7205,2698.4,16.86,0.45,2009
7207,WDC WD2500BEKT,HDD,232.9,567,7208,2799.2,16.22,0.15,2011
7210,Seagate ST3250410AS,HDD,232.9,566,7211,3996.0,11.32,0.21,2008
7212,Seagate ST9250410ASG,HDD,232.9,565,7213,6000.0,7.53,0.32,2009
7213,Hitachi HDS722020ALA330,HDD,1800.0,565,7214,2759.2,16.38,0.02,2009
7215,FUJITSU MBA3300RC,HDD,279.4,564,7216,8631.2,5.23,0.39,2013
7221,Seagate ST160LM003,HDD,149.0,562,7222,6071.2,7.41,0.51,2013
7222,WDC WD5000AADS,HDD,465.8,562,7223,1758.4,25.56,0.05,2010
7224,TOSHIBA MK7575GSX,HDD,698.6,561,7225,7920.0,5.66,0.14,2011
7225,TOSHIBA MK5056GSY,HDD,465.8,560,7226,10367.2,4.32,0.28,2009
7226,Seagate ST640LM001,HDD,596.2,560,7227,14240.0,3.15,0.3,2012
7230,SAMSUNG HM100UI,HDD,931.5,559,7231,12636.0,3.54,0.17,2012
7231,HGST HTE545032A7E380,HDD,298.1,559,7232,4639.2,9.64,0.19,2014
7232,Seagate ST3250310AS,HDD,232.9,559,7233,5920.0,7.55,0.32,2008
7233,Transcend 32GB TS32GSSD25S-M,SSD,29.8,558,7234,1999.2,22.33,0.84,2009
7234,WDC WD7500AYYS,HDD,698.6,558,7235,7991.2,5.59,0.14,2009
7237,SEAGATE ST3146755SS,HDD,136.7,557,7238,3840.0,11.6,0.35,2012
7245,SAMSUNG HM641JI,HDD,596.2,554,7246,2639.2,16.81,0.06,2010
7247,Hitachi HDP725050GLA360,HDD,465.8,553,7248,3120.0,14.19,0.08,2008
7248,WDC WD7500AADS,HDD,698.6,553,7249,5219.2,8.48,0.09,2009
7251,Seagate ST9500420ASG,HDD,465.8,552,7252,8160.0,5.42,0.22,2009
7254,WDC WD5000BUCT,HDD,465.8,552,7255,2712.0,16.28,0.07,2013
7255,TOSHIBA MK5061GSY,HDD,465.8,552,7256,7455.2,5.92,0.2,2011
7256,WDC WD5000BPVT,HDD,465.8,551,7257,1519.2,29.02,0.04,2011
7257,HGST HTS541064A9E680,HDD,596.2,551,7258,2399.2,18.37,0.05,2013
7262,SAMSUNG HD251HJ,HDD,78.1,549,7263,2939.2,14.94,0.47,2009
7272,SAMSUNG HN-M750MBB,HDD,698.6,547,7273,4240.0,10.32,0.08,2011
7274,WDC WD10EAVS,HDD,931.5,546,7275,19920.0,2.19,0.27,2009
7279,Seagate ST3160316AS,HDD,149.0,544,7280,10391.2,4.19,0.87,2011
7281,TOSHIBA MK5061GSYN,HDD,465.8,542,7282,8080.0,5.37,0.22,2011
7282,Hitachi HCP725050GLA380,HDD,465.8,542,7283,8791.2,4.93,0.24,2013
7294,Seagate ST3250310CS,HDD,48.8,539,7295,4079.2,10.57,1.04,2009
7296,Seagate ST3160316CS,HDD,149.0,538,7297,3591.2,11.98,0.3,2013
7298,HITACHI HTS723225A7A365,HDD,232.9,536,7299,2396.0,17.9,0.13,2013
7301,WDC WD6400BPVT,HDD,596.2,535,7302,7799.2,5.49,0.16,2011
7303,HITACHI HTS541075A9E680,HDD,698.6,535,7304,5830.4,7.34,0.1,2012
7306,Hitachi HDP725025GLA380,HDD,232.8,535,7307,1520.0,28.16,0.08,2008
7310,Seagate ST31500541AS,HDD,1400.0,533,7311,2719.2,15.69,0.02,2009
7311,Seagate ST320LT014,HDD,298.1,532,7312,3600.0,11.83,0.15,2011
7314,Hitachi HUA721010KLA330,HDD,931.5,531,7315,3600.0,11.81,0.05,2009
7315,WDC WD5000AVVS,HDD,465.8,531,7316,3759.2,11.31,0.1,2009
7318,Hitachi HDS5C1050CLA382,HDD,465.7,531,7319,19028.0,2.23,0.51,2010
7321,WDC WD8088AADS,HDD,753.3,530,7322,11991.2,3.54,0.2,2009
7325,TOSHIBA MK2561GSYN,HDD,232.9,528,7326,1116.0,37.86,0.06,2011
7329,Seagate ST320LM000,HDD,298.1,527,7330,3199.2,13.18,0.13,2012
7330,Seagate ST1000LX015,HDD,931.5,526,7331,16245.6,2.59,0.22,2016
7334,WDC WD5000MPCK,HDD,465.8,525,7335,2860.0,14.68,0.08,2014
7335,WDC WD2500BEKX,HDD,232.9,524,7336,10711.2,3.91,0.57,2014
7336,Seagate ST3160310CS,HDD,149.0,524,7337,6600.0,6.35,0.55,2013
7341,Seagate ST3360320AS,HDD,335.3,522,7342,1196.0,34.92,0.04,2009
7347,SAMSUNG HM321HI,HDD,298.1,521,7348,2748.8,15.15,0.12,2010
7348,Seagate ST9320421AS,HDD,298.1,520,7349,3767.2,11.05,0.16,2009
7349,WDC WD10TPVT,HDD,199.0,519,7350,10639.2,3.9,0.67,2010
7352,PATRIOT MEMORY 64GB SSD,SSD,59.7,518,7353,12079.2,3.43,2.53,2008
7354,WDC WD2500AVCS,HDD,232.9,518,7355,2438.4,16.99,0.13,2015
7355,Kingston SSDNow V Series 64GB,SSD,59.6,518,7356,11279.2,3.67,2.37,2009
7356,WDC WD6400AACS,HDD,596.2,518,7357,15199.2,2.72,0.32,2009
7357,Seagate ST320LM001,HDD,298.1,517,7358,1999.2,20.69,0.08,2012
7359,Hitachi HDP725025GLAT80,HDD,232.9,517,7360,8400.0,4.92,0.45,2009
7360,Seagate ST250LT007,HDD,214.9,516,7361,5920.0,6.97,0.34,2011
7363,Seagate ST9500420AS,HDD,465.8,514,7364,4239.2,9.7,0.11,2009
7366,SAMSUNG HM161GI,HDD,148.9,514,7367,4240.0,9.7,0.36,2010
7367,WDC WD6400BEVT,HDD,596.2,513,7368,7916.0,5.19,0.17,2010
7373,TOSHIBA MK3276GSX,HDD,298.1,512,7374,1152.0,35.55,0.05,2011
7374,WDC WD5000AAJS,HDD,465.8,512,7375,5911.2,6.93,0.16,2009
7375,Seagate ST320LT012,HDD,298.1,511,7376,3199.2,12.78,0.13,2012
7384,Hitachi HDS721032CLA362,HDD,298.1,509,7385,7775.2,5.24,0.33,2009
7388,Hitachi HUA721050KLA330,HDD,465.8,509,7389,1999.2,20.37,0.05,2009
7389,Seagate ST250LT003,HDD,219.2,508,7390,5040.0,8.07,0.29,2011
7393,SAMSUNG HD501LJ,HDD,465.8,506,7394,5840.0,6.93,0.16,2008
7396,TOSHIBA MK2556GSY,HDD,220.4,505,7397,7920.0,5.1,0.45,2010
7398,SanDisk 64GB,SSD,58.2,504,7399,6320.0,6.38,1.36,2019
7399,Seagate ST9250410AS,HDD,232.9,504,7400,2982.4,13.52,0.16,2009
7404,WDC WD3200AVCS,HDD,298.1,503,7405,5895.2,6.83,0.25,2014
7407,WDC WD7500AAKS,HDD,698.6,502,7408,7920.0,5.07,0.14,2009
7409,Hitachi HTS545050B9SA00,HDD,465.8,502,7410,1520.0,26.41,0.04,2009
7410,Seagate ST2000LX001,HDD,1800.0,502,7411,10399.2,3.86,0.07,2017
7411,WDC WD1600BEKT,HDD,149.0,502,7412,3175.2,12.64,0.27,2010
7413,WDC WD1600ADFD,HDD,141.0,501,7414,3436.0,11.66,0.3,2009
7414,Seagate ST9250411AS,HDD,221.7,501,7415,7999.2,5.01,0.45,2009
7415,Hitachi HDP725032GLA360,HDD,298.1,500,7416,4718.4,8.48,0.2,2008
7427,WDC WD3200BPVT,HDD,298.1,498,7428,1599.2,24.93,0.07,2011
7428,TOSHIBA MK6475GSX,HDD,596.2,497,7429,4800.0,8.29,0.1,2011
7429,TOSHIBA MK3265GSXN,HDD,298.1,497,7430,3999.2,9.94,0.17,2010
7430,TOSHIBA MK3259GSXP,HDD,48.8,497,7431,4967.2,8.0,1.27,2011
7431,WDC WD3200BVVT,HDD,298.1,496,7432,4043.2,9.81,0.17,2013
7433,SAMSUNG HE160HJ,HDD,149.0,496,7434,5440.0,7.29,0.46,2009
7439,Hitachi HTS547575A9E384,HDD,698.6,492,7440,3549.6,11.08,0.06,2011
7443,Hitachi HDS721010KLA330,HDD,931.5,490,7444,3999.2,9.8,0.05,2008
7444,WDC WD5000AACS,HDD,465.8,490,7445,1999.2,19.61,0.05,2011
7452,Seagate ST9160412AS,HDD,149.0,488,7453,2639.2,14.8,0.22,2009
7453,Seagate ST320LT023,HDD,298.1,488,7454,10000.0,3.9,0.42,2013
7454,TOSHIBA MK1665GSX,HDD,20.0,488,7455,3999.2,9.76,2.5,2010
7455,Hitachi HTS723232L9A360,HDD,298.1,486,7456,15996.0,2.43,0.67,2009
7459,Seagate ST9250421AS,HDD,232.9,486,7460,9040.0,4.3,0.49,2012
7460,WDC WD3200BUCT,HDD,298.1,485,7461,2479.2,15.66,0.1,2013
7464,WDC WD3200BJKT,HDD,298.1,485,7465,6399.2,6.06,0.27,2009
7465,WDC WD800AAJS,HDD,74.5,484,7466,4400.0,8.81,0.74,2009
7466,TOSHIBA MK6459GSXP,HDD,596.2,484,7467,10015.2,3.87,0.21,2011
7471,WDC WD1600BJKT,HDD,149.0,483,7472,5359.2,7.22,0.45,2009
7472,Seagate ST3320620NS,HDD,298.1,483,7473,6400.0,6.04,0.27,2008
7475,Seagate ST9640320AS,HDD,596.2,483,7476,6159.2,6.27,0.13,2010
7484,Seagate ST3500630AS,HDD,465.8,480,7485,2397.6,16.02,0.06,2008
7486,SAMSUNG SP2504C,HDD,232.8,480,7487,987.2,38.87,0.05,2008
7487,Seagate ST9750423AS,HDD,698.6,480,7488,11196.0,3.43,0.2,2011
7490,WDC WD3200AVBS,HDD,298.1,479,7491,1599.2,23.96,0.07,2013
7493,TOSHIBA MK3256GSY,HDD,282.4,479,7494,5600.0,6.84,0.25,2009
7496,WDC WD1600AVVS,HDD,148.9,477,7497,5119.2,7.45,0.43,2010
7498,SAMSUNG HM501II,HDD,465.8,477,7499,2127.2,17.94,0.06,2010
7502,SAMSUNG HD161HJ,HDD,149.0,476,7503,9520.0,4.0,0.8,2008
7504,Seagate ST3250620NS,HDD,232.9,476,7505,7120.0,5.35,0.38,2008
7505,TOSHIBA MK6459GSX,HDD,596.2,476,7506,11060.0,3.44,0.23,2013
7506,WDC WD3200AVVS,HDD,298.1,476,7507,1598.4,23.81,0.07,2012
7507,Hitachi HDT721032SLA380,HDD,298.1,476,7508,8619.2,4.41,0.36,2012
7512,Hitachi HTS545050B9A300,HDD,465.8,475,7513,4400.0,8.63,0.12,2009
7513,Seagate ST3750640NS,HDD,698.6,474,7514,3439.2,11.04,0.06,2009
7514,Seagate ST3250820AS,HDD,232.8,474,7515,4796.0,7.91,0.26,2008
7515,WDC WD10TPVT,HDD,931.5,474,7516,9108.0,4.16,0.12,2012
7517,WDC WD7500AACS,HDD,698.6,474,7518,4880.0,7.77,0.09,2009
7518,WDC WD1600AVJS,HDD,148.9,474,7519,1756.0,21.59,0.15,2009
7525,WDC WD1600AABS,HDD,149.0,473,7526,1900.0,19.91,0.16,2009
7526,SAMSUNG HM251HI,HDD,232.9,472,7527,5511.2,6.85,0.3,2010
